date,country,country_code,new_cases,new_deaths
2020-04-10,China,CHN,55,1
2020-04-11,China,CHN,79,3
2020-04-12,China,CHN,93,0
2020-04-13,China,CHN,112,2
2020-04-14,China,CHN,94,0
2020-04-15,China,CHN,49,1
2020-04-16,China,CHN,50,0
2020-04-17,China,CHN,352,1290
2020-04-18,China,CHN,31,0
2020-04-19,China,CHN,18,0
2020-04-20,China,CHN,14,0
2020-04-21,China,CHN,32,0
2020-04-22,China,CHN,15,0
2020-03-07,Colombia,COL,1,0
2020-03-08,Colombia,NA,0,0
2020-03-09,Colombia,NA,0,0
2020-03-10,Colombia,COL,2,0
2020-03-11,Colombia,NA,0,0
2020-03-12,Colombia,COL,6,0
2020-03-13,Colombia,NA,0,0
2020-03-14,Colombia,COL,7,0
2020-03-15,Colombia,COL,18,0
2020-03-16,Colombia,COL,11,0
2020-03-17,Colombia,COL,12,0
2020-03-18,Colombia,COL,8,0
2020-03-19,Colombia,COL,37,0
2020-03-20,Colombia,COL,26,0
2020-03-21,Colombia,COL,30,0
2020-03-22,Colombia,COL,52,1
2020-03-23,Colombia,COL,25,1
2020-03-24,Colombia,COL,71,1
2020-03-25,Colombia,COL,72,0
2020-03-26,Colombia,COL,92,1
2020-03-27,Colombia,COL,21,2
2020-03-28,Colombia,COL,48,0
2020-03-29,Colombia,COL,69,0
2020-03-30,Colombia,COL,94,4
2020-03-31,Colombia,COL,96,4
2020-04-01,Colombia,COL,108,2
2020-04-02,Colombia,COL,159,1
2020-04-03,Colombia,COL,96,2
2020-04-04,Colombia,COL,106,6
2020-04-05,Colombia,COL,139,7
2020-04-06,Colombia,COL,79,3
2020-04-07,Colombia,COL,94,11
2020-04-08,Colombia,COL,201,4
2020-04-09,Colombia,COL,274,5
2020-04-10,Colombia,COL,169,14
2020-04-11,Colombia,COL,250,11
2020-04-12,Colombia,COL,236,20
2020-04-13,Colombia,COL,67,9
2020-04-14,Colombia,COL,76,3
2020-04-15,Colombia,COL,127,15
2020-04-16,Colombia,COL,126,4
2020-04-17,Colombia,COL,128,13
2020-04-18,Colombia,COL,206,9
2020-04-19,Colombia,COL,182,13
2020-04-20,Colombia,COL,171,13
2020-04-21,Colombia,COL,185,10
2020-04-22,Colombia,COL,172,7
2019-12-31,Croatia,HRV,0,0
2020-01-01,Croatia,HRV,0,0
2020-01-02,Croatia,HRV,0,0
2020-01-03,Croatia,HRV,0,0
2020-01-04,Croatia,HRV,0,0
2020-01-05,Croatia,HRV,0,0
2020-01-06,Croatia,HRV,0,0
2020-01-07,Croatia,HRV,0,0
2020-01-08,Croatia,HRV,0,0
2020-01-09,Croatia,HRV,0,0
2020-01-10,Croatia,HRV,0,0
2020-01-11,Croatia,HRV,0,0
2020-01-12,Croatia,HRV,0,0
2020-01-13,Croatia,HRV,0,0
2020-01-14,Croatia,HRV,0,0
2020-01-15,Croatia,HRV,0,0
2020-01-16,Croatia,HRV,0,0
2020-01-17,Croatia,HRV,0,0
2020-01-18,Croatia,HRV,0,0
2020-01-19,Croatia,HRV,0,0
2020-01-20,Croatia,HRV,0,0
2020-01-21,Croatia,HRV,0,0
2020-01-22,Croatia,HRV,0,0
2020-01-23,Croatia,HRV,0,0
2020-01-24,Croatia,HRV,0,0
2020-01-25,Croatia,HRV,0,0
2020-01-26,Croatia,HRV,0,0
2020-01-27,Croatia,HRV,0,0
2020-01-28,Croatia,HRV,0,0
2020-01-29,Croatia,HRV,0,0
2020-01-30,Croatia,HRV,0,0
2020-01-31,Croatia,HRV,0,0
2020-02-01,Croatia,HRV,0,0
2020-02-02,Croatia,HRV,0,0
2020-02-03,Croatia,HRV,0,0
2020-02-04,Croatia,HRV,0,0
2020-02-05,Croatia,HRV,0,0
2020-02-06,Croatia,HRV,0,0
2020-02-07,Croatia,HRV,0,0
2020-02-08,Croatia,HRV,0,0
2020-02-09,Croatia,HRV,0,0
2020-02-10,Croatia,HRV,0,0
2020-02-11,Croatia,HRV,0,0
2020-02-12,Croatia,HRV,0,0
2020-02-13,Croatia,HRV,0,0
2020-02-14,Croatia,HRV,0,0
2020-02-15,Croatia,HRV,0,0
2020-02-16,Croatia,HRV,0,0
2020-02-17,Croatia,HRV,0,0
2020-02-18,Croatia,HRV,0,0
2020-02-19,Croatia,HRV,0,0
2020-02-20,Croatia,HRV,0,0
2020-02-21,Croatia,HRV,0,0
2020-02-22,Croatia,HRV,0,0
2020-02-23,Croatia,HRV,0,0
2020-02-24,Croatia,HRV,0,0
2020-02-25,Croatia,HRV,0,0
2020-02-26,Croatia,HRV,1,0
2020-02-27,Croatia,HRV,1,0
2020-02-28,Croatia,HRV,1,0
2020-02-29,Croatia,HRV,2,0
2020-03-01,Croatia,HRV,0,0
2020-03-02,Croatia,HRV,2,0
2020-03-03,Croatia,HRV,1,0
2020-03-04,Croatia,HRV,1,0
2020-03-05,Croatia,NA,0,0
2020-03-06,Croatia,HRV,1,0
2020-03-07,Croatia,HRV,1,0
2020-03-08,Croatia,HRV,1,0
2020-03-09,Croatia,NA,0,0
2020-03-10,Croatia,NA,0,0
2020-03-11,Croatia,HRV,1,0
2020-03-12,Croatia,HRV,3,0
2020-03-13,Croatia,HRV,9,0
2020-03-14,Croatia,HRV,6,0
2020-03-15,Croatia,HRV,6,0
2020-03-16,Croatia,HRV,11,0
2020-03-17,Croatia,HRV,8,0
2020-03-18,Croatia,HRV,13,0
2020-03-19,Croatia,HRV,12,0
2020-03-20,Croatia,HRV,23,0
2020-03-21,Croatia,HRV,22,0
2020-03-22,Croatia,HRV,80,0
2020-03-23,Croatia,HRV,29,0
2020-03-24,Croatia,HRV,71,0
2020-03-25,Croatia,HRV,76,1
2020-03-26,Croatia,HRV,36,0
2020-03-27,Croatia,HRV,77,1
2020-03-28,Croatia,HRV,91,1
2020-03-29,Croatia,HRV,71,2
2020-03-30,Croatia,HRV,56,1
2020-03-31,Croatia,HRV,77,0
2020-04-01,Croatia,HRV,77,0
2020-04-02,Croatia,HRV,96,0
2020-04-03,Croatia,HRV,48,1
2020-04-04,Croatia,HRV,68,1
2020-04-05,Croatia,HRV,47,4
2020-04-06,Croatia,HRV,56,3
2020-04-07,Croatia,HRV,40,1
2020-04-08,Croatia,HRV,60,2
2020-04-09,Croatia,HRV,61,1
2020-04-10,Croatia,HRV,64,1
2020-04-11,Croatia,HRV,88,1
2020-04-12,Croatia,HRV,39,0
2020-04-13,Croatia,HRV,66,2
2020-04-14,Croatia,HRV,50,2
2020-04-15,Croatia,HRV,54,6
2020-04-16,Croatia,HRV,37,3
2020-04-17,Croatia,HRV,50,1
2020-04-18,Croatia,HRV,23,1
2020-04-19,Croatia,HRV,18,3
2020-04-20,Croatia,HRV,39,8
2020-04-21,Croatia,HRV,10,0
2020-04-22,Croatia,HRV,27,1
2020-03-12,Cuba,CUB,3,0
2020-03-13,Cuba,NA,0,0
2020-03-14,Cuba,CUB,1,0
2020-03-15,Cuba,CUB,0,0
2020-03-16,Cuba,NA,0,0
2020-03-17,Cuba,NA,0,0
2020-03-18,Cuba,CUB,3,0
2020-03-19,Cuba,CUB,4,1
2020-03-20,Cuba,CUB,5,0
2020-03-21,Cuba,CUB,5,0
2020-03-22,Cuba,CUB,4,0
2020-03-23,Cuba,CUB,10,0
2020-03-24,Cuba,CUB,5,0
2020-03-25,Cuba,CUB,8,0
2020-03-26,Cuba,CUB,9,0
2020-03-27,Cuba,CUB,10,1
2020-03-28,Cuba,CUB,13,0
2020-03-29,Cuba,CUB,39,1
2020-03-30,Cuba,CUB,20,0
2020-03-31,Cuba,CUB,31,1
2020-04-01,Cuba,CUB,16,2
2020-04-02,Cuba,CUB,26,0
2020-04-03,Cuba,CUB,21,0
2020-04-04,Cuba,CUB,36,0
2020-04-05,Cuba,CUB,19,0
2020-04-06,Cuba,CUB,32,2
2020-04-07,Cuba,CUB,30,1
2020-04-08,Cuba,CUB,46,2
2020-04-09,Cuba,CUB,61,1
2020-04-10,Cuba,CUB,58,3
2020-04-11,Cuba,CUB,49,0
2020-04-12,Cuba,CUB,56,1
2020-04-13,Cuba,CUB,49,2
2020-04-14,Cuba,CUB,57,3
2020-04-15,Cuba,CUB,40,0
2020-04-16,Cuba,CUB,48,3
2020-04-17,Cuba,CUB,48,3
2020-04-18,Cuba,CUB,61,4
2020-04-19,Cuba,CUB,63,1
2020-04-20,Cuba,CUB,49,2
2020-04-21,Cuba,CUB,52,2
2020-04-22,Cuba,CUB,50,2
2020-03-10,Cyprus,CYP,2,0
2020-03-11,Cyprus,NA,0,0
2020-03-12,Cyprus,CYP,4,0
2020-03-13,Cyprus,NA,0,0
2020-03-14,Cyprus,CYP,8,0
2020-03-15,Cyprus,CYP,7,0
2020-03-16,Cyprus,CYP,9,0
2020-03-17,Cyprus,CYP,10,0
2020-03-18,Cyprus,CYP,0,0
2020-03-19,Cyprus,CYP,18,0
2020-03-20,Cyprus,CYP,0,0
2020-03-21,Cyprus,CYP,9,0
2020-03-22,Cyprus,CYP,17,0
2020-03-23,Cyprus,CYP,11,0
2020-03-24,Cyprus,CYP,21,0
2020-03-25,Cyprus,CYP,8,3
2020-03-26,Cyprus,CYP,8,0
2020-03-27,Cyprus,CYP,14,0
2020-03-28,Cyprus,CYP,16,2
2020-03-29,Cyprus,CYP,17,0
2020-03-30,Cyprus,CYP,35,1
2020-03-31,Cyprus,CYP,16,1
2020-04-01,Cyprus,CYP,32,1
2020-04-02,Cyprus,CYP,58,1
2020-04-03,Cyprus,CYP,36,0
2020-04-04,Cyprus,CYP,40,2
2020-04-05,Cyprus,CYP,30,0
2020-04-06,Cyprus,CYP,20,3
2020-04-07,Cyprus,CYP,19,0
2020-04-08,Cyprus,CYP,29,0
2020-04-09,Cyprus,CYP,32,0
2020-04-10,Cyprus,CYP,38,1
2020-04-11,Cyprus,CYP,31,0
2020-04-12,Cyprus,CYP,21,0
2020-04-13,Cyprus,CYP,17,1
2020-04-14,Cyprus,CYP,29,1
2020-04-15,Cyprus,CYP,33,0
2020-04-16,Cyprus,CYP,20,0
2020-04-17,Cyprus,CYP,20,0
2020-04-18,Cyprus,CYP,0,0
2020-04-19,Cyprus,CYP,26,0
2020-04-20,Cyprus,CYP,6,0
2020-04-21,Cyprus,CYP,5,0
2020-04-22,Cyprus,CYP,12,0
2019-12-31,Czechia,CZE,0,0
2020-01-01,Czechia,CZE,0,0
2020-01-02,Czechia,CZE,0,0
2020-01-03,Czechia,CZE,0,0
2020-01-04,Czechia,CZE,0,0
2020-01-05,Czechia,CZE,0,0
2020-01-06,Czechia,CZE,0,0
2020-01-07,Czechia,CZE,0,0
2020-01-08,Czechia,CZE,0,0
2020-01-09,Czechia,CZE,0,0
2020-01-10,Czechia,CZE,0,0
2020-01-11,Czechia,CZE,0,0
2020-01-12,Czechia,CZE,0,0
2020-01-13,Czechia,CZE,0,0
2020-01-14,Czechia,CZE,0,0
2020-01-15,Czechia,CZE,0,0
2020-01-16,Czechia,CZE,0,0
2020-01-17,Czechia,CZE,0,0
2020-01-18,Czechia,CZE,0,0
2020-01-19,Czechia,CZE,0,0
2020-01-20,Czechia,CZE,0,0
2020-01-21,Czechia,CZE,0,0
2020-01-22,Czechia,CZE,0,0
2020-01-23,Czechia,CZE,0,0
2020-01-24,Czechia,CZE,0,0
2020-01-25,Czechia,CZE,0,0
2020-01-26,Czechia,CZE,0,0
2020-01-27,Czechia,CZE,0,0
2020-01-28,Czechia,CZE,0,0
2020-01-29,Czechia,CZE,0,0
2020-01-30,Czechia,CZE,0,0
2020-01-31,Czechia,CZE,0,0
2020-02-01,Czechia,CZE,0,0
2020-02-02,Czechia,CZE,0,0
2020-02-03,Czechia,CZE,0,0
2020-02-04,Czechia,CZE,0,0
2020-02-05,Czechia,CZE,0,0
2020-02-06,Czechia,CZE,0,0
2020-02-07,Czechia,CZE,0,0
2020-02-08,Czechia,CZE,0,0
2020-02-09,Czechia,CZE,0,0
2020-02-10,Czechia,CZE,0,0
2020-02-11,Czechia,CZE,0,0
2020-02-12,Czechia,CZE,0,0
2020-02-13,Czechia,CZE,0,0
2020-02-14,Czechia,CZE,0,0
2020-02-15,Czechia,CZE,0,0
2020-02-16,Czechia,CZE,0,0
2020-02-17,Czechia,CZE,0,0
2020-02-18,Czechia,CZE,0,0
2020-02-19,Czechia,CZE,0,0
2020-02-20,Czechia,CZE,0,0
2020-02-21,Czechia,CZE,0,0
2020-02-22,Czechia,CZE,0,0
2020-02-23,Czechia,CZE,0,0
2020-02-24,Czechia,CZE,0,0
2020-02-25,Czechia,CZE,0,0
2020-02-26,Czechia,CZE,0,0
2020-02-27,Czechia,CZE,0,0
2020-02-28,Czechia,CZE,0,0
2020-02-29,Czechia,CZE,0,0
2020-03-01,Czechia,CZE,0,0
2020-03-02,Czechia,CZE,3,0
2020-03-03,Czechia,CZE,2,0
2020-03-04,Czechia,CZE,0,0
2020-03-05,Czechia,CZE,3,0
2020-03-06,Czechia,CZE,4,0
2020-03-07,Czechia,CZE,7,0
2020-03-08,Czechia,CZE,7,0
2020-03-09,Czechia,CZE,6,0
2020-03-10,Czechia,CZE,8,0
2020-03-11,Czechia,CZE,23,0
2020-03-12,Czechia,CZE,31,0
2020-03-13,Czechia,CZE,22,0
2020-03-14,Czechia,CZE,34,0
2020-03-15,Czechia,CZE,64,0
2020-03-16,Czechia,CZE,84,0
2020-03-17,Czechia,CZE,46,0
2020-03-18,Czechia,CZE,90,0
2020-03-19,Czechia,CZE,88,0
2020-03-20,Czechia,CZE,172,0
2020-03-21,Czechia,CZE,210,0
2020-03-22,Czechia,CZE,91,0
2020-03-23,Czechia,CZE,170,1
2020-03-24,Czechia,CZE,71,0
2020-03-25,Czechia,CZE,158,2
2020-03-26,Czechia,CZE,260,3
2020-03-27,Czechia,CZE,408,3
2020-03-28,Czechia,CZE,217,0
2020-03-29,Czechia,CZE,384,2
2020-03-30,Czechia,CZE,166,5
2020-03-31,Czechia,CZE,173,8
2020-04-01,Czechia,CZE,306,7
2020-04-02,Czechia,CZE,281,8
2020-04-03,Czechia,CZE,269,5
2020-04-04,Czechia,CZE,332,9
2020-04-05,Czechia,CZE,282,6
2020-04-06,Czechia,CZE,115,8
2020-04-07,Czechia,CZE,235,11
2020-04-08,Czechia,CZE,195,10
2020-04-09,Czechia,CZE,295,11
2020-04-10,Czechia,CZE,257,13
2020-04-11,Czechia,CZE,163,7
2020-04-12,Czechia,CZE,170,10
2020-04-13,Czechia,CZE,89,9
2020-04-14,Czechia,CZE,68,5
2020-04-15,Czechia,CZE,82,18
2020-04-16,Czechia,CZE,162,5
2020-04-17,Czechia,CZE,130,3
2020-04-18,Czechia,CZE,116,4
2020-04-19,Czechia,CZE,105,8
2020-04-20,Czechia,CZE,133,7
2020-04-21,Czechia,CZE,127,8
2020-04-22,Czechia,CZE,127,5
2020-03-11,Democratic_Republic_of_the_Congo,COD,1,0
2020-03-12,Democratic_Republic_of_the_Congo,NA,0,0
2020-03-13,Democratic_Republic_of_the_Congo,NA,0,0
2020-03-14,Democratic_Republic_of_the_Congo,COD,1,0
2020-03-15,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-16,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-17,Democratic_Republic_of_the_Congo,COD,1,0
2020-03-18,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-19,Democratic_Republic_of_the_Congo,COD,11,0
2020-03-20,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-21,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-22,Democratic_Republic_of_the_Congo,COD,9,1
2020-03-23,Democratic_Republic_of_the_Congo,COD,3,1
2020-03-24,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-25,Democratic_Republic_of_the_Congo,COD,19,1
2020-03-26,Democratic_Republic_of_the_Congo,COD,0,0
2020-03-27,Democratic_Republic_of_the_Congo,COD,9,1
2020-03-28,Democratic_Republic_of_the_Congo,COD,4,0
2020-03-29,Democratic_Republic_of_the_Congo,COD,0,2
2020-03-30,Democratic_Republic_of_the_Congo,COD,23,2
2020-03-31,Democratic_Republic_of_the_Congo,COD,17,0
2020-04-01,Democratic_Republic_of_the_Congo,COD,0,0
2020-04-02,Democratic_Republic_of_the_Congo,COD,25,3
2020-04-03,Democratic_Republic_of_the_Congo,COD,0,0
2020-04-04,Democratic_Republic_of_the_Congo,COD,11,2
2020-04-05,Democratic_Republic_of_the_Congo,COD,20,5
2020-04-06,Democratic_Republic_of_the_Congo,COD,0,0
2020-04-07,Democratic_Republic_of_the_Congo,COD,7,0
2020-04-08,Democratic_Republic_of_the_Congo,COD,19,0
2020-04-09,Democratic_Republic_of_the_Congo,COD,3,2
2020-04-10,Democratic_Republic_of_the_Congo,COD,32,0
2020-04-11,Democratic_Republic_of_the_Congo,COD,8,0
2020-04-12,Democratic_Republic_of_the_Congo,COD,11,0
2020-04-13,Democratic_Republic_of_the_Congo,COD,0,0
2020-04-14,Democratic_Republic_of_the_Congo,COD,1,0
2020-04-15,Democratic_Republic_of_the_Congo,COD,19,1
2020-04-16,Democratic_Republic_of_the_Congo,COD,13,1
2020-04-17,Democratic_Republic_of_the_Congo,COD,20,1
2020-04-18,Democratic_Republic_of_the_Congo,COD,20,2
2020-04-19,Democratic_Republic_of_the_Congo,COD,20,0
2020-04-20,Democratic_Republic_of_the_Congo,COD,5,0
2020-04-21,Democratic_Republic_of_the_Congo,COD,18,0
2020-04-22,Democratic_Republic_of_the_Congo,COD,9,0
2019-12-31,Denmark,DNK,0,0
2020-01-01,Denmark,DNK,0,0
2020-01-02,Denmark,DNK,0,0
2020-01-03,Denmark,DNK,0,0
2020-01-04,Denmark,DNK,0,0
2020-01-05,Denmark,DNK,0,0
2020-01-06,Denmark,DNK,0,0
2020-01-07,Denmark,DNK,0,0
2020-01-08,Denmark,DNK,0,0
2020-01-09,Denmark,DNK,0,0
2020-01-10,Denmark,DNK,0,0
2020-01-11,Denmark,DNK,0,0
2020-01-12,Denmark,DNK,0,0
2020-01-13,Denmark,DNK,0,0
2020-01-14,Denmark,DNK,0,0
2020-01-15,Denmark,DNK,0,0
2020-01-16,Denmark,DNK,0,0
2020-01-17,Denmark,DNK,0,0
2020-01-18,Denmark,DNK,0,0
2020-01-19,Denmark,DNK,0,0
2020-01-20,Denmark,DNK,0,0
2020-01-21,Denmark,DNK,0,0
2020-01-22,Denmark,DNK,0,0
2020-01-23,Denmark,DNK,0,0
2020-01-24,Denmark,DNK,0,0
2020-01-25,Denmark,DNK,0,0
2020-01-26,Denmark,DNK,0,0
2020-01-27,Denmark,DNK,0,0
2020-01-28,Denmark,DNK,0,0
2020-01-29,Denmark,DNK,0,0
2020-01-30,Denmark,DNK,0,0
2020-01-31,Denmark,DNK,0,0
2020-02-01,Denmark,DNK,0,0
2020-02-02,Denmark,DNK,0,0
2020-02-03,Denmark,DNK,0,0
2020-02-04,Denmark,DNK,0,0
2020-02-05,Denmark,DNK,0,0
2020-02-06,Denmark,DNK,0,0
2020-02-07,Denmark,DNK,0,0
2020-02-08,Denmark,DNK,0,0
2020-02-09,Denmark,DNK,0,0
2020-02-10,Denmark,DNK,0,0
2020-02-11,Denmark,DNK,0,0
2020-02-12,Denmark,DNK,0,0
2020-02-13,Denmark,DNK,0,0
2020-02-14,Denmark,DNK,0,0
2020-02-15,Denmark,DNK,0,0
2020-02-16,Denmark,DNK,0,0
2020-02-17,Denmark,DNK,0,0
2020-02-18,Denmark,DNK,0,0
2020-02-19,Denmark,DNK,0,0
2020-02-20,Denmark,DNK,0,0
2020-02-21,Denmark,DNK,0,0
2020-02-22,Denmark,DNK,0,0
2020-02-23,Denmark,DNK,0,0
2020-02-24,Denmark,DNK,0,0
2020-02-25,Denmark,DNK,0,0
2020-02-26,Denmark,DNK,0,0
2020-02-27,Denmark,DNK,1,0
2020-02-28,Denmark,DNK,0,0
2020-02-29,Denmark,DNK,1,0
2020-03-01,Denmark,DNK,1,0
2020-03-02,Denmark,DNK,1,0
2020-03-03,Denmark,DNK,1,0
2020-03-04,Denmark,DNK,3,0
2020-03-05,Denmark,DNK,2,0
2020-03-06,Denmark,DNK,10,0
2020-03-07,Denmark,DNK,3,0
2020-03-08,Denmark,DNK,8,0
2020-03-09,Denmark,DNK,7,0
2020-03-10,Denmark,DNK,75,0
2020-03-11,Denmark,DNK,151,0
2020-03-12,Denmark,DNK,252,0
2020-03-13,Denmark,DNK,160,0
2020-03-14,Denmark,DNK,128,0
2020-03-15,Denmark,DNK,23,0
2020-03-16,Denmark,DNK,48,1
2020-03-17,Denmark,DNK,57,0
2020-03-18,Denmark,DNK,92,3
2020-03-19,Denmark,DNK,91,0
2020-03-20,Denmark,DNK,36,2
2020-03-21,Denmark,DNK,104,3
2020-03-22,Denmark,DNK,71,4
2020-03-23,Denmark,DNK,69,0
2020-03-24,Denmark,DNK,65,11
2020-03-25,Denmark,DNK,131,8
2020-03-26,Denmark,DNK,133,2
2020-03-27,Denmark,DNK,153,7
2020-03-28,Denmark,DNK,169,11
2020-03-29,Denmark,DNK,155,13
2020-03-30,Denmark,DNK,194,7
2020-03-31,Denmark,DNK,182,5
2020-04-01,Denmark,DNK,283,13
2020-04-02,Denmark,DNK,247,14
2020-04-03,Denmark,DNK,279,19
2020-04-04,Denmark,DNK,371,16
2020-04-05,Denmark,DNK,320,22
2020-04-06,Denmark,DNK,292,18
2020-04-07,Denmark,DNK,312,8
2020-04-08,Denmark,DNK,390,16
2020-04-09,Denmark,DNK,331,15
2020-04-10,Denmark,DNK,233,19
2020-04-11,Denmark,DNK,184,10
2020-04-12,Denmark,DNK,177,13
2020-04-13,Denmark,DNK,178,13
2020-04-14,Denmark,DNK,144,12
2020-04-15,Denmark,DNK,193,14
2020-04-16,Denmark,DNK,170,10
2020-04-17,Denmark,DNK,198,12
2020-04-18,Denmark,DNK,194,15
2020-04-19,Denmark,DNK,169,10
2020-04-20,Denmark,DNK,142,9
2020-04-21,Denmark,DNK,131,9
2020-04-22,Denmark,DNK,180,6
2019-12-31,Dominican_Republic,DOM,0,0
2020-01-01,Dominican_Republic,DOM,0,0
2020-01-02,Dominican_Republic,DOM,0,0
2020-01-03,Dominican_Republic,DOM,0,0
2020-01-04,Dominican_Republic,DOM,0,0
2020-01-05,Dominican_Republic,DOM,0,0
2020-01-06,Dominican_Republic,DOM,0,0
2020-01-07,Dominican_Republic,DOM,0,0
2020-01-08,Dominican_Republic,DOM,0,0
2020-01-09,Dominican_Republic,DOM,0,0
2020-01-10,Dominican_Republic,DOM,0,0
2020-01-11,Dominican_Republic,DOM,0,0
2020-01-12,Dominican_Republic,DOM,0,0
2020-01-13,Dominican_Republic,DOM,0,0
2020-01-14,Dominican_Republic,DOM,0,0
2020-01-15,Dominican_Republic,DOM,0,0
2020-01-16,Dominican_Republic,DOM,0,0
2020-01-17,Dominican_Republic,DOM,0,0
2020-01-18,Dominican_Republic,DOM,0,0
2020-01-19,Dominican_Republic,DOM,0,0
2020-01-20,Dominican_Republic,DOM,0,0
2020-01-21,Dominican_Republic,DOM,0,0
2020-01-22,Dominican_Republic,DOM,0,0
2020-01-23,Dominican_Republic,DOM,0,0
2020-01-24,Dominican_Republic,DOM,0,0
2020-01-25,Dominican_Republic,DOM,0,0
2020-01-26,Dominican_Republic,DOM,0,0
2020-01-27,Dominican_Republic,DOM,0,0
2020-01-28,Dominican_Republic,DOM,0,0
2020-01-29,Dominican_Republic,DOM,0,0
2020-01-30,Dominican_Republic,DOM,0,0
2020-01-31,Dominican_Republic,DOM,0,0
2020-02-01,Dominican_Republic,DOM,0,0
2020-02-02,Dominican_Republic,DOM,0,0
2020-02-03,Dominican_Republic,DOM,0,0
2020-02-04,Dominican_Republic,DOM,0,0
2020-02-05,Dominican_Republic,DOM,0,0
2020-02-06,Dominican_Republic,DOM,0,0
2020-02-07,Dominican_Republic,DOM,0,0
2020-02-08,Dominican_Republic,DOM,0,0
2020-02-09,Dominican_Republic,DOM,0,0
2020-02-10,Dominican_Republic,DOM,0,0
2020-02-11,Dominican_Republic,DOM,0,0
2020-02-12,Dominican_Republic,DOM,0,0
2020-02-13,Dominican_Republic,DOM,0,0
2020-02-14,Dominican_Republic,DOM,0,0
2020-02-15,Dominican_Republic,DOM,0,0
2020-02-16,Dominican_Republic,DOM,0,0
2020-02-17,Dominican_Republic,DOM,0,0
2020-02-18,Dominican_Republic,DOM,0,0
2020-02-19,Dominican_Republic,DOM,0,0
2020-02-20,Dominican_Republic,DOM,0,0
2020-02-21,Dominican_Republic,DOM,0,0
2020-02-22,Dominican_Republic,DOM,0,0
2020-02-23,Dominican_Republic,DOM,0,0
2020-02-24,Dominican_Republic,DOM,0,0
2020-02-25,Dominican_Republic,DOM,0,0
2020-02-26,Dominican_Republic,DOM,0,0
2020-02-27,Dominican_Republic,DOM,0,0
2020-02-28,Dominican_Republic,DOM,0,0
2020-02-29,Dominican_Republic,DOM,0,0
2020-03-01,Dominican_Republic,DOM,0,0
2020-03-02,Dominican_Republic,DOM,1,0
2020-03-03,Dominican_Republic,NA,0,0
2020-03-04,Dominican_Republic,NA,0,0
2020-03-05,Dominican_Republic,NA,0,0
2020-03-06,Dominican_Republic,NA,0,0
2020-03-07,Dominican_Republic,DOM,1,0
2020-03-08,Dominican_Republic,NA,0,0
2020-03-09,Dominican_Republic,NA,0,0
2020-03-10,Dominican_Republic,DOM,3,0
2020-03-11,Dominican_Republic,NA,0,0
2020-03-12,Dominican_Republic,NA,0,0
2020-03-13,Dominican_Republic,NA,0,0
2020-03-14,Dominican_Republic,DOM,6,0
2020-03-15,Dominican_Republic,DOM,0,0
2020-03-16,Dominican_Republic,DOM,0,0
2020-03-17,Dominican_Republic,DOM,0,0
2020-03-18,Dominican_Republic,DOM,0,0
2020-03-19,Dominican_Republic,DOM,10,0
2020-03-20,Dominican_Republic,DOM,0,0
2020-03-21,Dominican_Republic,DOM,13,2
2020-03-22,Dominican_Republic,DOM,78,1
2020-03-23,Dominican_Republic,DOM,90,0
2020-03-24,Dominican_Republic,DOM,43,0
2020-03-25,Dominican_Republic,DOM,67,3
2020-03-26,Dominican_Republic,DOM,80,4
2020-03-27,Dominican_Republic,DOM,96,0
2020-03-28,Dominican_Republic,DOM,93,10
2020-03-29,Dominican_Republic,DOM,138,8
2020-03-30,Dominican_Republic,DOM,140,11
2020-03-31,Dominican_Republic,DOM,42,3
2020-04-01,Dominican_Republic,DOM,208,9
2020-04-02,Dominican_Republic,DOM,175,6
2020-04-03,Dominican_Republic,DOM,96,3
2020-04-04,Dominican_Republic,DOM,108,8
2020-04-05,Dominican_Republic,DOM,90,9
2020-04-06,Dominican_Republic,DOM,167,5
2020-04-07,Dominican_Republic,DOM,83,4
2020-04-08,Dominican_Republic,DOM,128,12
2020-04-09,Dominican_Republic,DOM,155,10
2020-04-10,Dominican_Republic,DOM,238,10
2020-04-11,Dominican_Republic,DOM,271,8
2020-04-12,Dominican_Republic,DOM,139,9
2020-04-13,Dominican_Republic,DOM,208,38
2020-04-14,Dominican_Republic,DOM,200,4
2020-04-15,Dominican_Republic,DOM,119,6
2020-04-16,Dominican_Republic,DOM,328,6
2020-04-17,Dominican_Republic,DOM,141,7
2020-04-18,Dominican_Republic,DOM,371,4
2020-04-19,Dominican_Republic,DOM,209,17
2020-04-20,Dominican_Republic,DOM,345,9
2020-04-21,Dominican_Republic,DOM,284,9
2020-04-22,Dominican_Republic,DOM,80,10
2019-12-31,Ecuador,ECU,0,0
2020-01-01,Ecuador,ECU,0,0
2020-01-02,Ecuador,ECU,0,0
2020-01-03,Ecuador,ECU,0,0
2020-01-04,Ecuador,ECU,0,0
2020-01-05,Ecuador,ECU,0,0
2020-01-06,Ecuador,ECU,0,0
2020-01-07,Ecuador,ECU,0,0
2020-01-08,Ecuador,ECU,0,0
2020-01-09,Ecuador,ECU,0,0
